filing_id,symbol,company_name,exchange,filed_at,headline,category,event_type,event_direction,event_summary,freshness_tag,quality_score,urgency_score,deal_size_inr,contextual_tags,gap_pct,rsi_7_pre,rsi_14_pre,vol_spike_5d,vol_spike_20d,vwap_delta_t0,atr_rel_range,intraday_anchor_open,intraday_anchor_vwap5,ret_t0_15min_open,ret_t0_15min_vwap,ret_t0_30min_open,ret_t0_30min_vwap,ret_t0_1h_open,ret_t0_1h_vwap,ret_t0_day,ret_t1_day,ret_t3_day,ret_t5_day,price_t_minus_1,price_t0_close,price_t1_close,price_t3_close,price_t5_close,sector_rel_return,market_rel_return,sector_alpha,sector_alpha_tercile
53,MBAPL,Madhya Bharat Agro Products Limited,NSE,2026-04-23T12:27:28+05:30,Analysts/Institutional Investor Meet/Con. Call Updates,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99883, Requested 588. Please try again in 6m46.943999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",WARM,49.0,0.0,,WARM_FILING|CAT_ERROR,,,,,,,,506.05,505.1438,0.0296,0.2091,0.1778,0.3576,-0.0198,0.1596,-0.2752,,,,508.8,507.4,,,,,,,UNKNOWN
54,SYMPHONY,Symphony Limited,NSE,2026-04-23T12:25:44+05:30,Updates,Consumer Durables,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99883, Requested 579. Please try again in 6m39.168s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",WARM,49.0,0.0,,WARM_FILING|CAT_ERROR,,,,,,,,796.9,795.9132,-0.64,-0.5168,0.3137,0.4381,1.738,1.8641,-0.0498,,,,803.1,802.7,,,,,,,UNKNOWN
55,BATAINDIA,Bata India Limited,NSE,2026-04-23T12:22:51+05:30,General Updates,Leather And Leather Products,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99883, Requested 444. Please try again in 4m42.528s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",WARM,49.0,0.0,,WARM_FILING|CAT_ERROR,,,,,,,,766.2,766.8159,-0.1566,-0.2368,-0.3654,-0.4455,-0.5025,-0.5824,-1.1977,,,,772.3,763.05,,,,,,,UNKNOWN
56,ABDL,Allied Blenders and Distillers Limited,NSE,2026-04-23T15:10:23+05:30,Action(s) taken or orders passed,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99651, Requested 581. Please try again in 3m20.448s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,568.0,568.2089,0.0792,0.0424,-0.2465,-0.2832,-0.5282,-0.5647,0.9717,,,,555.75,561.15,,,,,,,UNKNOWN
57,ABREL,Aditya Birla Real Estate Limited,NSE,2026-04-23T15:31:03+05:30,Press Release,,OTHER,NEUTRAL,ABREL issued a press release with no specific details provided.,PRISTINE,49.0,3.0,,PRISTINE_FILING|CAT_OTHER|OPEN_VWAP_DIVERGENCE,,,,,,,,1419.9,1430.2834,0.6127,-0.1177,0.4155,-0.3135,0.5634,-0.1666,,,,,1423.4,,,,,,,,UNKNOWN
58,BIKAJI,Bikaji Foods International Limited,NSE,2026-04-23T15:20:04+05:30,Press Release,,OTHER,NEUTRAL,Bikaji released a press release with no specific details provided.,FRESH,49.0,3.0,,FRESH_FILING|CAT_OTHER,,,,,,,,692.0,691.9365,-0.0145,-0.0053,0.0,0.0092,-0.1951,-0.1859,0.605,,,,686.0,690.15,,,,,,,UNKNOWN
59,DABUR,Dabur India Limited,NSE,2026-04-23T15:45:19+05:30,Appointment,Personal Care,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99651, Requested 577. Please try again in 3m16.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",PRISTINE,49.0,0.0,,PRISTINE_FILING|CAT_ERROR,,,,,,,,458.9,457.9712,-0.8608,-0.6597,-0.414,-0.2121,0.1307,0.3338,,,,,460.0,,,,,,,,UNKNOWN
60,LODHA,Lodha Developers Limited,NSE,2026-04-23T15:31:53+05:30,Allotment of Securities,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99651, Requested 579. Please try again in 3m18.72s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",PRISTINE,49.0,0.0,,PRISTINE_FILING|CAT_ERROR|OPEN_VWAP_DIVERGENCE,,,,,,,,878.05,864.3382,-1.3553,0.2096,-1.2072,0.36,-1.0136,0.5567,,,,,856.5,,,,,,,,UNKNOWN
61,EPACK,EPACK Durable Limited,NSE,2026-04-23T15:28:42+05:30,Resignation,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99651, Requested 577. Please try again in 3m16.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,243.37,243.4268,-0.2424,-0.2657,-0.5588,-0.582,-0.8916,-0.9148,-2.3193,,,,246.2,240.49,,,,,,,UNKNOWN
62,PIDILITIND,Pidilite Industries Limited,NSE,2026-04-23T15:22:17+05:30,Copy of Newspaper Publication,Chemicals - Speciality,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99651, Requested 584. Please try again in 3m23.04s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,1405.6,1405.3761,-0.0498,-0.0339,-0.0213,-0.0054,-0.2419,-0.226,-1.0515,,,,1417.0,1402.1,,,,,,,UNKNOWN
63,INDOSTAR,IndoStar Capital Finance Limited,NSE,2026-04-23T15:20:35+05:30,Allotment of Securities,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99651, Requested 580. Please try again in 3m19.584s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,199.22,199.0494,-0.3062,-0.2207,-0.9537,-0.8688,-0.6124,-0.5272,-2.9718,,,,201.9,195.9,,,,,,,UNKNOWN
64,COALINDIA,Coal India Limited,NSE,2026-04-23T15:16:21+05:30,Credit Rating,Mining,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 578. Please try again in 4m41.664s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,448.5,449.3586,0.5017,0.3096,0.5797,0.3875,0.301,0.1094,1.4178,,,,444.35,450.65,,,,,,,UNKNOWN
65,NUCLEUS,Nucleus Software Exports Limited,NSE,2026-04-23T15:09:43+05:30,Copy of Newspaper Publication,Computers - Software,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 582. Please try again in 4m45.12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,799.05,797.045,0.0751,0.3268,-0.2315,0.0194,-0.4568,-0.2064,-1.075,,,,800.0,791.4,,,,,,,UNKNOWN
66,KIMS,Krishna Institute of Medical Sciences Limited,NSE,2026-04-23T15:47:57+05:30,Updates,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 575. Please try again in 4m39.072s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",PRISTINE,49.0,0.0,,PRISTINE_FILING|CAT_ERROR|OPEN_VWAP_DIVERGENCE,,,,,,,,678.0,653.4023,-2.5811,1.0863,-2.6549,1.0097,-4.0339,-0.4212,,,,,654.95,,,,,,,,UNKNOWN
67,UNIMECH,Unimech Aerospace and Manufacturing Limited,NSE,2026-04-23T15:47:04+05:30,Analysts/Institutional Investor Meet/Con. Call Updates,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 588. Please try again in 4m50.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",PRISTINE,49.0,0.0,,PRISTINE_FILING|CAT_ERROR,,,,,,,,1024.0,1025.2517,0.6348,0.5119,0.625,0.5021,-1.2207,-1.3413,,,,,1019.65,,,,,,,,UNKNOWN
68,MARUTI,Maruti Suzuki India Limited,NSE,2026-04-23T15:37:46+05:30,Analysts/Institutional Investor Meet/Con. Call Updates,Automobiles - 4 Wheelers,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 594. Please try again in 4m55.488s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",PRISTINE,49.0,0.0,,PRISTINE_FILING|CAT_ERROR,,,,,,,,13250.0,13202.9559,0.4604,0.8183,0.0075,0.3639,0.1887,0.5457,,,,,13160.0,,,,,,,,UNKNOWN
69,BALRAMCHIN,Balrampur Chini Mills Limited,NSE,2026-04-23T15:33:02+05:30,Updates,Sugar,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 577. Please try again in 4m40.8s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",PRISTINE,49.0,0.0,,PRISTINE_FILING|CAT_ERROR,,,,,,,,543.7,545.344,0.515,0.212,1.2415,0.9363,0.9748,0.6704,,,,,540.3,,,,,,,,UNKNOWN
70,CENTURYPLY,Century Plyboards (India) Limited,NSE,2026-04-23T15:29:49+05:30,Updates,Construction,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 576. Please try again in 4m39.936s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",PRISTINE,49.0,0.0,,PRISTINE_FILING|CAT_ERROR|OPEN_VWAP_DIVERGENCE,,,,,,,,780.35,784.3097,0.1794,-0.3264,0.1858,-0.32,-0.1922,-0.6961,1.607,,,,774.75,787.2,,,,,,,UNKNOWN
71,RELAXO,Relaxo Footwears Limited,NSE,2026-04-23T15:27:55+05:30,Updates,Leather And Leather Products,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 579. Please try again in 4m42.528s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,312.46,312.4453,-0.3776,-0.373,0.1056,0.1103,-0.3904,-0.3858,-0.3027,,,,310.5,309.56,,,,,,,UNKNOWN
72,ACMESOLAR,Acme Solar Holdings Limited,NSE,2026-04-23T15:18:18+05:30,Updates,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 577. Please try again in 4m40.8s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,309.3,310.7321,0.2586,-0.2034,0.2586,-0.2034,0.2586,-0.2034,2.2487,,,,302.4,309.2,,,,,,,UNKNOWN
73,JIOFIN,Jio Financial Services Limited,NSE,2026-04-23T15:13:52+05:30,Analysts/Institutional Investor Meet/Con. Call Updates,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 588. Please try again in 4m50.304s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,249.16,249.2139,-0.0281,-0.0497,-0.305,-0.3266,0.305,0.2833,4.2818,,,,238.45,248.66,,,,,,,UNKNOWN
74,RBLBANK,RBL Bank Limited,NSE,2026-04-23T15:07:59+05:30,Updates,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 577. Please try again in 4m40.8s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,312.65,313.1726,0.2399,0.0726,0.096,-0.0711,-0.08,-0.2467,-1.807,,,,318.2,312.45,,,,,,,UNKNOWN
75,NUVAMA,Nuvama Wealth Management Limited,NSE,2026-04-23T15:06:06+05:30,General Updates,,ERROR,NEUTRAL,"Classification error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kmqddqrve9wrn9d2qncqpjbt` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99748, Requested 577. Please try again in 4m40.8s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",FRESH,49.0,0.0,,FRESH_FILING|CAT_ERROR,,,,,,,,1368.4,1369.5566,0.0438,-0.0406,0.0219,-0.0625,0.3142,0.2295,0.5992,,,,1368.5,1376.7,,,,,,,UNKNOWN
